선박청코드항명,연도,월,분기,외내항구분,수출입구분,선종명,시설명,부두구분명,톤코드명,국가,톤코드,국내선박수,국내선박톤수,외국선박수,외국선박톤수,전체선박수,전체선박톤수
감천,2024,09,3,내항,출항,시멘트 운반선,동양해운부두,일반부두,"5,000-7,000톤미만",아국선,6,3,16371,0,0,3,16371
북항,2024,09,3,외항,출항,일반화물선,남외항 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,18462,1,18462
신항,2024,09,3,내항,출항,석유정제품 운반선,신항3부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,5,3333,0,0,5,3333
신항,2024,05,2,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,4,213115,4,213115
신항,2024,05,2,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,9,372930,9,372930
북항,2024,05,2,내항,출항,석유정제품 운반선,신국제여객터미널,일반부두,"500 - 1,000톤미만",아국선,3,2,1744,0,0,2,1744
북항,2024,05,2,내항,출항,기타선,안벽,일반부두,100톤미만,아국선,1,19,14184,0,0,19,14184
북항,2024,08,3,내항,출항,석유정제품 운반선,신선대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,8,5258,0,0,8,5258
감천,2024,07,3,내항,출항,기타선,기타,일반부두,100 -  500톤미만,아국선,2,32,44905,0,0,32,44905
북항,2024,08,3,내항,출항,석유정제품 운반선,남외항 박지,일반부두,100 -  500톤미만,아국선,2,17,4989,0,0,17,4989
신항,2024,08,3,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,2,105156,2,105156
신항,2024,08,3,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,2,28482,2,28482
북항,2024,08,3,내항,출항,석유정제품 운반선,자성대 부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1097,0,0,1,1097
감천,2024,08,3,외항,출항,어선,동성실업부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,15482,2,15482
북항,2024,08,3,내항,출항,석유정제품 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,4,23656,0,0,4,23656
감천,2024,08,3,내항,출항,석유정제품 운반선,감천남성부두,일반부두,"500 - 1,000톤미만",아국선,3,1,819,0,0,1,819
감천,2024,08,3,외항,출항,LPG.LNG 운반선,부광조선안벽,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3428,1,3428
북항,2024,09,3,외항,출항,석유정제품 운반선,O 박지,일반부두,"1,000 - 3,000미만",아국선,4,1,1268,0,0,1,1268
신항,2024,09,3,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,4,39432,0,0,4,39432
북항,2024,09,3,내항,출항,기타선,물량장,일반부두,100톤미만,아국선,1,28,3335,0,0,28,3335
북항,2024,05,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,40,381118,40,381118
감천,2024,05,2,외항,출항,산물선,한진해운부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,2,51611,2,51611
감천,2024,05,2,외항,출항,어선,동부고속부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,6218,2,6218
북항,2024,05,2,외항,출항,냉동.냉장선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,1,474,1,474
감천,2024,05,2,내항,출항,기타선,기타,일반부두,100톤미만,아국선,1,36,23605,0,0,36,23605
감천,2024,05,2,외항,출항,어선,동성실업부두,일반부두,100 -  500톤미만,외국선,2,0,0,2,754,2,754
북항,2024,08,3,외항,출항,산물선,5 부두 (양곡부두),일반부두,"30,000-50,000톤미만",외국선,12,0,0,2,75511,2,75511
북항,2024,08,3,외항,출항,일반화물선,감만부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,5,28799,5,28799
감천,2024,08,3,내항,출항,석유정제품 운반선,감천중앙부두,일반부두,"500 - 1,000톤미만",아국선,3,1,999,0,0,1,999
북항,2024,09,3,외항,출항,쎄미 컨테이너선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,3,13257,3,13257
신항,2024,08,3,내항,출항,기타선,신항3부두,컨테이너부두,100 -  500톤미만,아국선,2,1,1020,0,0,1,1020
북항,2024,05,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,2,132895,2,132895
북항,2024,05,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,21,193346,0,0,21,193346
감천,2024,05,2,외항,출항,케미칼 운반선,모든부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,13200,1,13200
북항,2024,05,2,외항,출항,석유정제품 운반선,8 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1119,0,0,1,1119
신항,2024,05,2,외항,출항,풀 컨테이너선,신항6부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,2,107168,2,107168
북항,2024,05,2,내항,출항,일반화물선,연합 부두,일반부두,"1,000 - 3,000미만",아국선,4,4,8216,0,0,4,8216
북항,2024,08,3,외항,출항,석유정제품 운반선,남외항 박지,일반부두,"60,000-75,000톤미만",외국선,14,0,0,2,125645,2,125645
북항,2024,08,3,내항,출항,케미칼 운반선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4965,0,0,1,4965
감천,2024,08,3,외항,출항,기타선,기타,일반부두,100 -  500톤미만,아국선,2,1,293,0,0,1,293
신항,2024,08,3,내항,출항,석유정제품 운반선,신항3부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,3,2884,0,0,3,2884
북항,2024,08,3,내항,출항,기타선,안벽,일반부두,100 -  500톤미만,외국선,2,0,0,2,864,2,864
북항,2024,08,3,내항,출항,기타선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,4,1728,4,1728
북항,2024,09,3,내항,출항,석유정제품 운반선,7 부두,일반부두,"500 - 1,000톤미만",아국선,3,2,1710,0,0,2,1710
감천,2024,09,3,외항,출항,냉동.냉장선,한일물류부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,5,30868,5,30868
북항,2024,05,2,외항,출항,쎄미 컨테이너선,7 부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,2,25184,2,25184
북항,2024,05,2,외항,출항,여객선,신국제여객터미널,일반부두,"10,000-15,000톤미만",외국선,8,0,0,4,43968,4,43968
신항,2024,04,2,내항,출항,기타선,신항2부두,컨테이너부두,100톤미만,아국선,1,6,6702,0,0,6,6702
신항,2024,05,2,내항,출항,석유정제품 운반선,신항4부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,3,4174,0,0,3,4174
북항,2024,04,2,외항,출항,케미칼 운반선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,1,3491,1,3491
감천,2024,03,1,외항,출항,일반화물선,제일제당부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1135,0,0,1,1135
신항,2024,03,1,내항,출항,기타선,신항5부두,컨테이너부두,100톤미만,아국선,1,3,818,0,0,3,818
감천,2024,03,1,외항,출항,어선,감천항조선소,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,807,1,807
북항,2024,04,2,외항,출항,어선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,3,12131,3,12131
신항,2024,04,2,내항,출항,기타선,신항5부두,컨테이너부두,100톤미만,아국선,1,2,97,0,0,2,97
신항,2024,04,2,내항,출항,기타선,신항가덕도,일반부두,100톤미만,아국선,1,6,600,0,0,6,600
감천,2024,04,2,내항,출항,시멘트 운반선,동양해운부두,일반부두,"5,000-7,000톤미만",아국선,6,6,33248,0,0,6,33248
북항,2024,05,2,외항,출항,기타선,기타,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7400,1,7400
신항,2024,04,2,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,2,103191,2,103191
북항,2024,06,2,외항,출항,기타선,M 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2401,1,2401
감천,2024,03,1,내항,출항,석유정제품 운반선,제일제당부두,일반부두,100 -  500톤미만,아국선,2,1,248,0,0,1,248
신항,2024,04,2,내항,출항,기타선,신항4부두,컨테이너부두,100 -  500톤미만,아국선,2,1,299,0,0,1,299
신항,2024,04,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,1,40741,0,0,1,40741
감천,2024,04,2,외항,출항,쎄미 컨테이너선,한진부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2995,1,2995
신항,2024,04,2,내항,출항,기타선,신항다목적부두,컨테이너부두,100 -  500톤미만,아국선,2,1,1121,0,0,1,1121
북항,2024,02,1,외항,출항,풀 컨테이너선,남외항 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5403,1,5403
북항,2024,02,1,외항,출항,풀 컨테이너선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,1,40541,1,40541
감천,2024,04,2,외항,출항,일반화물선,감천중앙부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,6,26866,6,26866
북항,2024,04,2,외항,출항,석유정제품 운반선,남외항 박지,일반부두,"50,000-60,000톤미만",외국선,13,0,0,3,171621,3,171621
북항,2024,04,2,내항,출항,산물선,연합 부두,일반부두,"1,000 - 3,000미만",아국선,4,3,5241,0,0,3,5241
감천,2024,04,2,외항,출항,일반화물선,도양물류부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,14053,1,14053
북항,2024,04,2,내항,출항,일반화물선,O 박지,일반부두,"1,000 - 3,000미만",아국선,4,7,12053,0,0,7,12053
감천,2024,04,2,외항,출항,일반화물선,제일제당부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,4,16545,4,16545
감천,2024,02,1,외항,출항,케미칼 운반선,모든부두,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,28322,1,28322
북항,2024,03,1,외항,출항,LPG.LNG 운반선,E 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3079,1,3079
감천,2024,03,1,외항,출항,석유정제품 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,1,5372,0,0,1,5372
북항,2024,04,2,외항,출항,쎄미 컨테이너선,감만부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,5275,1,5275
북항,2024,04,2,외항,출항,어선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,15612,2,15612
북항,2024,04,2,내항,출항,석유정제품 운반선,자성대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,823,0,0,1,823
신항,2024,04,2,외항,출항,풀 컨테이너선,신항7부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,25483,1,25483
감천,2024,03,1,내항,출항,기타선,도양물류부두,일반부두,100톤미만,아국선,1,1,40,0,0,1,40
감천,2024,04,2,외항,출항,어선,한진해운부두,컨테이너부두,"1,000 - 3,000미만",외국선,4,0,0,1,1338,1,1338
북항,2024,02,1,외항,출항,자동차 운반선,감만부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,2,143412,2,143412
감천,2024,04,2,외항,출항,냉동.냉장선,감천동원부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,4,24530,4,24530
감천,2024,02,1,외항,출항,기타선,한진부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,241,1,241
북항,2024,04,2,내항,출항,기타선,영도 돌핀,일반부두,100 -  500톤미만,아국선,2,4,899,0,0,4,899
북항,2024,04,2,외항,출항,일반화물선,연합 부두,일반부두,"5,000-7,000톤미만",아국선,6,1,5093,0,0,1,5093
신항,2024,05,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,54466,1,54466
감천,2024,05,2,외항,출항,어선,동성실업부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4092,1,4092
북항,2024,02,1,외항,출항,일반화물선,7 부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,496,1,496
신항,2024,04,2,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,5,49290,0,0,5,49290
북항,2024,04,2,외항,출항,쎄미 컨테이너선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,4,17676,4,17676
북항,2024,04,2,외항,출항,케미칼 운반선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1780,1,1780
북항,2024,03,1,외항,출항,케미칼 운반선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,741,1,741
감천,2024,04,2,내항,출항,석유정제품 운반선,동성실업부두,일반부두,100 -  500톤미만,아국선,2,2,418,0,0,2,418
감천,2024,04,2,외항,출항,어선,한진부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,2,1300,2,1300
감천,2024,02,1,외항,출항,케미칼 운반선,모든부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,8611,1,8611
감천,2024,04,2,외항,출항,어선,동부고속부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,2,1221,2,1221
신항,2024,04,2,외항,출항,쎄미 컨테이너선,신항7부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,25483,1,25483
북항,2024,04,2,외항,출항,일반화물선,안벽,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,16509,1,16509
북항,2024,04,2,외항,출항,자동차 운반선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7580,1,7580
신항,2024,04,2,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,1,40839,0,0,1,40839
북항,2024,04,2,내항,출항,석유정제품 운반선,5 부두 (양곡부두),일반부두,"500 - 1,000톤미만",아국선,3,2,1298,0,0,2,1298
북항,2024,02,1,외항,출항,일반화물선,남외항 박지,일반부두,"25,000-30,000톤미만",아국선,11,1,28073,0,0,1,28073
북항,2024,02,1,외항,출항,풀 컨테이너선,남외항 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,17785,1,17785
북항,2024,08,3,내항,출항,기타선,신선대 부두,컨테이너부두,100 -  500톤미만,아국선,2,1,299,0,0,1,299
북항,2024,03,1,외항,출항,기타선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,2,343,2,343
감천,2024,06,2,내항,출항,석유정제품 운반선,동양해운부두,일반부두,100 -  500톤미만,아국선,2,1,140,0,0,1,140
북항,2024,02,1,외항,출항,일반화물선,남외항 박지,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,799,1,799
북항,2024,03,1,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,1,18051,0,0,1,18051
북항,2024,04,2,외항,출항,풀 컨테이너선,자성대 부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,2,73167,2,73167
신항,2024,04,2,외항,출항,쎄미 컨테이너선,신항 U 정박지,일반부두,"7,000-10,000톤미만",아국선,7,1,13682,0,0,1,13682
북항,2024,04,2,외항,출항,산물선,남외항 박지,일반부두,"15,000-20,000톤미만",아국선,9,1,19829,0,0,1,19829
감천,2024,04,2,외항,출항,어선,한진해운부두,컨테이너부두,"500 - 1,000톤미만",외국선,3,0,0,2,1543,2,1543
감천,2024,05,2,내항,출항,일반화물선,감천항조선소,일반부두,"3,000-5,000톤미만",아국선,5,1,3030,0,0,1,3030
신항,2024,12,4,내항,출항,기타선,신항 U 정박지,일반부두,"60,000-75,000톤미만",아국선,14,1,63398,0,0,1,63398
신항,2024,12,4,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,3,161412,3,161412
북항,2024,12,4,외항,출항,일반화물선,8 부두,일반부두,"1,000 - 3,000미만",아국선,4,3,3393,0,0,3,3393
북항,2024,09,3,외항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2997,1,2997
감천,2024,09,3,외항,출항,기타선,감천항조선소,일반부두,100 -  500톤미만,외국선,2,0,0,1,2679,1,2679
감천,2024,10,4,내항,출항,석유정제품 운반선,감천항조선소,일반부두,100 -  500톤미만,아국선,2,1,149,0,0,1,149
감천,2024,10,4,내항,출항,기타선,한진해운부두,컨테이너부두,100 -  500톤미만,아국선,2,2,9330,0,0,2,9330
북항,2024,10,4,외항,출항,풀 컨테이너선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4492,1,4492
감천,2024,11,4,외항,출항,산물선,한진해운부두,컨테이너부두,"1,000 - 3,000미만",외국선,4,0,0,1,2995,1,2995
감천,2024,11,4,외항,출항,산물선,제일제당부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1996,1,1996
신항,2024,12,4,내항,출항,석유정제품 운반선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,7,2359,0,0,7,2359
북항,2024,12,4,외항,출항,풀 컨테이너선,안벽,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,19898,2,19898
감천,2024,10,4,외항,출항,석유정제품 운반선,감천항조선소,일반부두,"3,000-5,000톤미만",아국선,5,1,4688,0,0,1,4688
북항,2024,10,4,외항,출항,풀 컨테이너선,신선대 부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,1,27061,0,0,1,27061
신항,2024,10,4,내항,출항,석유정제품 운반선,신항6부두,컨테이너부두,100 -  500톤미만,아국선,2,2,627,0,0,2,627
감천,2024,11,4,외항,출항,일반화물선,제일제당부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,4,16422,4,16422
북항,2024,12,4,외항,출항,산물선,M 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,24205,1,24205
신항,2024,10,4,외항,출항,풀 컨테이너선,신항4부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,6094,1,6094
감천,2024,10,4,내항,출항,석유정제품 운반선,한진해운부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,2204,0,0,1,2204
북항,2024,11,4,외항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3443,1,3443
신항,2024,11,4,외항,출항,산물선,신항다목적부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1597,0,0,1,1597
신항,2024,11,4,외항,출항,풀 컨테이너선,신항다목적부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,2,14634,2,14634
북항,2024,11,4,외항,출항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,708,1,708
