선박청코드항명,연도,월,분기,외내항구분,수출입구분,선종명,시설명,부두구분명,톤코드명,국가,톤코드,국내선박수,국내선박톤수,외국선박수,외국선박톤수,전체선박수,전체선박톤수
북항,2024,10,4,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,24,211629,24,211629
북항,2024,11,4,외항,입항,풀 컨테이너선,신감만부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,5,85995,0,0,5,85995
북항,2024,11,4,외항,입항,어선,기타,일반부두,100 -  500톤미만,아국선,2,4,1672,0,0,4,1672
북항,2024,11,4,외항,입항,일반화물선,8 부두,일반부두,"1,000 - 3,000미만",아국선,4,4,4938,0,0,4,4938
신항,2024,11,4,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,2,68388,2,68388
감천,2024,11,4,외항,입항,어선,동양해운부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,3,2822,3,2822
신항,2024,11,4,외항,입항,쎄미 컨테이너선,신항다목적부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,9,123138,0,0,9,123138
북항,2024,11,4,내항,입항,석유정제품 운반선,E 박지,일반부두,"1,000 - 3,000미만",아국선,4,4,9556,0,0,4,9556
북항,2024,10,4,내항,입항,석유정제품 운반선,E 박지,일반부두,"1,000 - 3,000미만",아국선,4,4,8620,0,0,4,8620
북항,2024,11,4,외항,입항,기타선,8 부두,일반부두,"60,000-75,000톤미만",외국선,14,0,0,1,72737,1,72737
북항,2024,09,3,내항,입항,기타선,자성대 부두,컨테이너부두,100톤미만,아국선,1,2,1407,0,0,2,1407
신항,2024,12,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,7,129713,7,129713
신항,2024,12,4,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,12,329944,12,329944
북항,2024,10,4,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"15,000-20,000톤미만",아국선,9,2,36646,0,0,2,36646
신항,2024,10,4,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,10,75650,0,0,10,75650
북항,2024,11,4,외항,입항,석유정제품 운반선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2823,1,2823
북항,2024,11,4,내항,입항,기타선,남외항 박지,일반부두,100톤미만,아국선,1,18,3662,0,0,18,3662
북항,2024,11,4,내항,입항,석유정제품 운반선,남외항 박지,일반부두,100 -  500톤미만,아국선,2,2,298,0,0,2,298
감천,2024,11,4,외항,입항,산물선,감천중앙부두,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,21194,1,21194
북항,2024,11,4,내항,입항,석유정제품 운반선,M 박지,일반부두,"5,000-7,000톤미만",아국선,6,2,12172,0,0,2,12172
감천,2024,11,4,외항,입항,냉동.냉장선,동성실업부두,일반부두,"3,000-5,000톤미만",아국선,5,1,4458,0,0,1,4458
북항,2024,12,4,외항,입항,풀 컨테이너선,7 부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,8,41468,8,41468
감천,2024,12,4,외항,입항,냉동.냉장선,동성실업부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,3,20211,3,20211
북항,2024,10,4,외항,입항,일반화물선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,1,496,1,496
북항,2024,10,4,외항,입항,어선,기타,일반부두,100 -  500톤미만,아국선,2,4,1359,0,0,4,1359
북항,2024,11,4,외항,입항,일반화물선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,1,5093,0,0,1,5093
감천,2024,10,4,내항,입항,기타선,기타,일반부두,"1,000 - 3,000미만",아국선,4,23,36453,0,0,23,36453
북항,2024,10,4,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,7,61537,0,0,7,61537
감천,2024,11,4,외항,입항,어선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,2,3357,2,3357
북항,2024,11,4,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,3,23201,0,0,3,23201
감천,2024,06,2,내항,입항,기타선,한보부두,일반부두,100톤미만,아국선,1,1,24,0,0,1,24
북항,2024,11,4,내항,입항,케미칼 운반선,기타,일반부두,"7,000-10,000톤미만",아국선,7,2,15398,0,0,2,15398
신항,2024,11,4,내항,입항,기타선,신항4부두,컨테이너부두,100톤미만,아국선,1,4,614,0,0,4,614
신항,2024,11,4,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,1,40839,0,0,1,40839
북항,2024,11,4,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,1,16850,0,0,1,16850
북항,2024,10,4,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,11,44630,0,0,11,44630
북항,2024,10,4,내항,입항,케미칼 운반선,M 박지,일반부두,"1,000 - 3,000미만",아국선,4,2,4227,0,0,2,4227
신항,2024,10,4,내항,입항,석유정제품 운반선,신항6부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,4,5410,0,0,4,5410
북항,2024,10,4,외항,입항,케미칼 운반선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,3,24062,3,24062
신항,2024,10,4,내항,입항,석유정제품 운반선,신항다목적부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,2,1662,0,0,2,1662
북항,2024,10,4,외항,입항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,3,2384,3,2384
신항,2024,11,4,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,2,12188,2,12188
감천,2024,10,4,외항,입항,냉동.냉장선,감천동원부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,14710,2,14710
감천,2024,02,1,외항,입항,어선,감천동원부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,448,1,448
북항,2024,01,1,외항,입항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,2,1542,2,1542
감천,2024,02,1,외항,입항,어선,한일물류부두,일반부두,100 -  500톤미만,아국선,2,1,427,0,0,1,427
북항,2024,03,1,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"3,000-5,000톤미만",아국선,5,2,9828,0,0,2,9828
북항,2024,02,1,외항,입항,산물선,기타,일반부두,"7,000-10,000톤미만",아국선,7,1,9413,0,0,1,9413
북항,2024,01,1,외항,입항,쎄미 컨테이너선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,2,19877,2,19877
감천,2024,01,1,외항,입항,어선,한보부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,224,1,224
감천,2024,01,1,외항,입항,어선,한일물류부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4407,1,4407
감천,2024,02,1,외항,입항,냉동.냉장선,동양해운부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4295,1,4295
북항,2024,01,1,외항,입항,케미칼 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,1,1826,0,0,1,1826
신항,2024,02,1,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,9,245563,9,245563
감천,2024,01,1,외항,입항,자동차 운반선,제일제당부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,15160,2,15160
북항,2024,02,1,외항,입항,냉동.냉장선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,5,21321,5,21321
신항,2024,02,1,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,1,28927,0,0,1,28927
감천,2024,02,1,내항,입항,기타선,한진해운부두,컨테이너부두,100톤미만,아국선,1,5,4940,0,0,5,4940
북항,2024,02,1,내항,입항,석유정제품 운반선,신감만부두,컨테이너부두,100 -  500톤미만,아국선,2,1,299,0,0,1,299
북항,2024,01,1,외항,입항,산물선,신감만부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,1,17019,1,17019
북항,2024,01,1,내항,입항,석유정제품 운반선,5 부두 (양곡부두),일반부두,"500 - 1,000톤미만",아국선,3,1,556,0,0,1,556
북항,2024,02,1,외항,입항,산물선,감만부두,컨테이너부두,"5,000-7,000톤미만",아국선,6,5,27602,0,0,5,27602
감천,2024,02,1,외항,입항,산물선,제일제당부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1544,1,1544
북항,2024,02,1,외항,입항,쎄미 컨테이너선,감만부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,1,12592,1,12592
신항,2024,02,1,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,1,74962,0,0,1,74962
북항,2024,01,1,외항,입항,어선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,5,1817,5,1817
감천,2024,02,1,외항,입항,냉동.냉장선,동성실업부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,683,1,683
신항,2024,02,1,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,5,88487,5,88487
북항,2024,02,1,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,2,54861,2,54861
북항,2024,01,1,외항,입항,케미칼 운반선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,1,30074,1,30074
감천,2024,02,1,외항,입항,어선,동성실업부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,2,3375,2,3375
북항,2024,01,1,외항,입항,풀 컨테이너선,신감만부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,1,4914,0,0,1,4914
신항,2024,02,1,내항,입항,석유정제품 운반선,신항5부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1036,0,0,1,1036
북항,2024,02,1,내항,입항,산물선,남외항 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,3407,0,0,1,3407
감천,2024,02,1,외항,입항,석유정제품 운반선,모든부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,2,2846,2,2846
신항,2024,01,1,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"50,000-60,000톤미만",아국선,13,2,109038,0,0,2,109038
감천,2024,01,1,외항,입항,냉동.냉장선,동양해운부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,13929,2,13929
북항,2024,01,1,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"10,000-15,000톤미만",아국선,8,5,63937,0,0,5,63937
북항,2024,02,1,내항,입항,일반화물선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,4,6466,0,0,4,6466
신항,2024,02,1,내항,입항,기타선,신항3부두,컨테이너부두,100 -  500톤미만,아국선,2,1,1047,0,0,1,1047
북항,2024,02,1,내항,입항,기타선,O 박지,일반부두,100톤미만,아국선,1,1,404,0,0,1,404
북항,2024,01,1,외항,입항,일반화물선,7 부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,18008,2,18008
감천,2024,01,1,외항,입항,일반화물선,감천중앙부두,일반부두,"1,000 - 3,000미만",아국선,4,1,2049,0,0,1,2049
감천,2024,01,1,외항,입항,냉동.냉장선,한일물류부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7307,1,7307
북항,2024,01,1,내항,입항,일반화물선,남외항 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,20212,1,20212
북항,2024,02,1,내항,입항,석유정제품 운반선,O 박지,일반부두,"500 - 1,000톤미만",아국선,3,1,626,0,0,1,626
감천,2024,01,1,외항,입항,산물선,한보부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2998,1,2998
감천,2024,01,1,외항,입항,석유정제품 운반선,한진해운부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,1,20517,1,20517
북항,2024,02,1,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,27208,1,27208
감천,2024,02,1,내항,입항,기타선,다대부두,일반부두,100 -  500톤미만,아국선,2,1,3289,0,0,1,3289
감천,2024,02,1,내항,입항,석유정제품 운반선,한일물류부두,일반부두,"500 - 1,000톤미만",아국선,3,1,534,0,0,1,534
감천,2024,02,1,외항,입항,어선,감천남성부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,747,1,747
북항,2024,01,1,내항,입항,석유정제품 운반선,자성대 부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1045,0,0,1,1045
신항,2024,01,1,외항,입항,풀 컨테이너선,신항 W 정박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,1,39906,1,39906
북항,2024,01,1,외항,입항,산물선,7 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1125,0,0,1,1125
북항,2024,01,1,외항,입항,석유정제품 운반선,동명 부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1395,1,1395
감천,2024,01,1,외항,입항,냉동.냉장선,한일물류부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2913,1,2913
북항,2024,01,1,외항,입항,케미칼 운반선,안벽,일반부두,"1,000 - 3,000미만",아국선,4,1,1268,0,0,1,1268
북항,2024,04,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,16,287747,0,0,16,287747
감천,2024,04,2,외항,입항,냉동.냉장선,동양해운부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,4,50364,4,50364
북항,2024,04,2,외항,입항,여객선,신국제여객터미널,일반부두,"15,000-20,000톤미만",외국선,9,0,0,21,419181,21,419181
북항,2024,04,2,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,7,56543,0,0,7,56543
북항,2024,04,2,내항,입항,석유정제품 운반선,물량장,일반부두,100톤미만,아국선,1,39,2883,0,0,39,2883
감천,2024,04,2,외항,입항,냉동.냉장선,기타,일반부두,100 -  500톤미만,아국선,2,12,5580,0,0,12,5580
신항,2024,04,2,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,7,57654,0,0,7,57654
북항,2024,04,2,외항,입항,쎄미 컨테이너선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,2,8838,2,8838
북항,2024,04,2,외항,입항,석유정제품 운반선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,19990,2,19990
북항,2024,04,2,내항,입항,기타선,안벽,일반부두,100 -  500톤미만,아국선,2,17,11610,0,0,17,11610
북항,2024,05,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,97,899215,97,899215
신항,2024,04,2,내항,입항,석유정제품 운반선,신항1부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,3,4498,0,0,3,4498
신항,2024,05,2,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,13,124362,13,124362
감천,2024,05,2,외항,입항,산물선,감천중앙부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,16976,2,16976
감천,2024,05,2,외항,입항,일반화물선,도양물류부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,3,5989,3,5989
북항,2024,03,1,외항,입항,어선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,1,493,1,493
북항,2024,04,2,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,54437,1,54437
북항,2024,03,1,내항,입항,LPG.LNG 운반선,남외항 박지,일반부두,"500 - 1,000톤미만",아국선,3,2,1997,0,0,2,1997
북항,2024,04,2,내항,입항,석유정제품 운반선,물량장,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,589,1,589
신항,2024,05,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,5,373516,0,0,5,373516
감천,2024,05,2,외항,입항,산물선,한진해운부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,25852,1,25852
북항,2024,05,2,외항,입항,일반화물선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4105,0,0,1,4105
북항,2024,03,1,내항,입항,케미칼 운반선,O 박지,일반부두,"1,000 - 3,000미만",아국선,4,3,4818,0,0,3,4818
북항,2024,03,1,외항,입항,시멘트 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4064,1,4064
북항,2024,04,2,외항,입항,일반화물선,남외항 박지,일반부두,"15,000-20,000톤미만",아국선,9,1,16403,0,0,1,16403
북항,2024,04,2,외항,입항,일반화물선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,1,5093,0,0,1,5093
북항,2024,04,2,외항,입항,일반화물선,남외항 박지,일반부두,"75,000-100,000톤미만",외국선,15,0,0,1,91165,1,91165
북항,2024,04,2,외항,입항,기타선,8 부두,일반부두,"60,000-75,000톤미만",외국선,14,0,0,1,72737,1,72737
신항,2024,05,2,외항,입항,쎄미 컨테이너선,신항7부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,1,18723,1,18723
감천,2024,05,2,외항,입항,일반화물선,감천중앙부두,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,28157,1,28157
북항,2024,06,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,81,742895,81,742895
신항,2024,06,2,외항,입항,풀 컨테이너선,신항5부두,컨테이너부두,"100,000톤 이상",외국선,16,0,0,32,4336563,32,4336563
감천,2024,06,2,외항,입항,어선,도양물류부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,8978,2,8978
북항,2024,06,2,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,14,27141,0,0,14,27141
감천,2024,06,2,내항,입항,석유정제품 운반선,감천중앙부두,일반부두,100 -  500톤미만,아국선,2,3,821,0,0,3,821
북항,2024,06,2,외항,입항,여객선,기타 박지,일반부두,"7,000-10,000톤미만",아국선,7,1,21688,0,0,1,21688
북항,2024,06,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,18,325247,18,325247
신항,2024,06,2,내항,입항,기타선,신항다목적부두,컨테이너부두,100톤미만,아국선,1,9,9400,0,0,9,9400
신항,2024,06,2,내항,입항,석유정제품 운반선,신항3부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,2,1838,0,0,2,1838
신항,2024,06,2,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"100,000톤 이상",외국선,16,0,0,21,2736803,21,2736803
북항,2024,06,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,8,176741,8,176741
신항,2024,06,2,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,27437,1,27437
신항,2024,06,2,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,8,331935,8,331935
신항,2024,06,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,6,101680,6,101680
북항,2024,06,2,내항,입항,기타선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,6,2592,6,2592
감천,2024,06,2,내항,입항,석유정제품 운반선,한진해운부두,컨테이너부두,100 -  500톤미만,아국선,2,2,527,0,0,2,527
북항,2024,05,2,외항,입항,여객선,신국제여객터미널,일반부두,"100,000톤 이상",외국선,16,0,0,7,803117,7,803117
북항,2024,06,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,2,61405,2,61405
북항,2024,06,2,외항,입항,기타선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,3,10031,3,10031
신항,2024,06,2,내항,입항,석유정제품 운반선,신항3부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1668,0,0,1,1668
북항,2024,06,2,내항,입항,원유 운반선,물량장,일반부두,"500 - 1,000톤미만",아국선,3,8,4392,0,0,8,4392
신항,2024,06,2,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,8,699122,8,699122
신항,2024,06,2,내항,입항,석유정제품 운반선,신항4부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,6,8306,0,0,6,8306
북항,2024,06,2,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,12308,2,12308
북항,2024,05,2,내항,입항,기타선,우암 부두,컨테이너부두,100톤미만,아국선,1,9,5676,0,0,9,5676
북항,2024,05,2,내항,입항,일반화물선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,4,8892,4,8892
감천,2024,06,2,내항,입항,산물선,기타,일반부두,"3,000-5,000톤미만",아국선,5,3,14214,0,0,3,14214
감천,2024,06,2,외항,입항,냉동.냉장선,감천동원부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,7759,2,7759
북항,2024,05,2,외항,입항,석유정제품 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,8269,2,8269
북항,2024,05,2,외항,입항,케미칼 운반선,안벽,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5677,1,5677
감천,2024,05,2,외항,입항,냉동.냉장선,동성실업부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,3,3551,3,3551
감천,2024,06,2,외항,입항,냉동.냉장선,동성실업부두,일반부두,"3,000-5,000톤미만",아국선,5,2,7779,0,0,2,7779
북항,2024,06,2,내항,입항,석유정제품 운반선,영도 돌핀,일반부두,100 -  500톤미만,아국선,2,3,1287,0,0,3,1287
신항,2024,06,2,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"75,000-100,000톤미만",아국선,15,1,75308,0,0,1,75308
북항,2024,06,2,내항,입항,석유정제품 운반선,7 부두,일반부두,"500 - 1,000톤미만",아국선,3,1,1066,0,0,1,1066
북항,2024,06,2,내항,입항,석유정제품 운반선,신선대 부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,2,2249,0,0,2,2249
신항,2024,06,2,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,4,142884,4,142884
감천,2024,06,2,외항,입항,케미칼 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,2,3652,0,0,2,3652
신항,2024,06,2,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,3,205580,3,205580
신항,2024,06,2,외항,입항,쎄미 컨테이너선,신항다목적부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,25483,1,25483
감천,2024,06,2,내항,입항,석유정제품 운반선,부광조선안벽,일반부두,100 -  500톤미만,아국선,2,1,210,0,0,1,210
감천,2024,05,2,외항,입항,일반화물선,감천중앙부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,3,18183,3,18183
북항,2024,05,2,외항,입항,일반화물선,8 부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2581,1,2581
북항,2024,05,2,외항,입항,케미칼 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,1,6301,0,0,1,6301
신항,2024,05,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,4,167055,4,167055
신항,2024,06,2,내항,입항,석유정제품 운반선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,4,1535,0,0,4,1535
북항,2024,08,3,외항,입항,여객선,신국제여객터미널,일반부두,"7,000-10,000톤미만",외국선,7,0,0,14,226618,14,226618
북항,2024,08,3,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,1,3994,1,3994
북항,2024,08,3,외항,입항,기타선,기타,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,967,1,967
신항,2024,07,3,외항,입항,풀 컨테이너선,신항 U 정박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,7,37821,7,37821
북항,2024,07,3,내항,입항,석유정제품 운반선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,4,14631,0,0,4,14631
북항,2024,08,3,내항,입항,석유정제품 운반선,M 박지,일반부두,"1,000 - 3,000미만",아국선,4,4,9646,0,0,4,9646
북항,2024,08,3,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,4,37060,4,37060
북항,2024,08,3,외항,입항,자동차 운반선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,19998,2,19998
신항,2024,07,3,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,5,267068,5,267068
신항,2024,07,3,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,1,14241,1,14241
북항,2024,07,3,외항,입항,산물선,기타,일반부두,"500 - 1,000톤미만",아국선,3,1,997,0,0,1,997
감천,2024,07,3,내항,입항,석유정제품 운반선,감천항조선소,일반부두,"1,000 - 3,000미만",아국선,4,1,1877,0,0,1,1877
북항,2024,07,3,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"75,000-100,000톤미만",외국선,15,0,0,1,75582,1,75582
북항,2024,07,3,내항,입항,기타선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,3,1296,3,1296
신항,2024,08,3,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,12,329099,12,329099
감천,2024,08,3,외항,입항,냉동.냉장선,동성실업부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,4,8495,4,8495
감천,2024,08,3,외항,입항,어선,동성실업부두,일반부두,100 -  500톤미만,아국선,2,10,4128,0,0,10,4128
신항,2024,08,3,내항,입항,LPG.LNG 운반선,신항5부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,8973,1,8973
북항,2024,06,2,내항,입항,기타선,O 박지,일반부두,100톤미만,아국선,1,1,982,0,0,1,982
감천,2024,07,3,외항,입항,어선,도양물류부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3081,1,3081
북항,2024,07,3,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,2,81796,0,0,2,81796
신항,2024,07,3,내항,입항,기타선,신항 U 정박지,일반부두,100 -  500톤미만,아국선,2,4,2171,0,0,4,2171
북항,2024,07,3,외항,입항,어선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,6,2870,6,2870
신항,2024,07,3,내항,입항,석유정제품 운반선,신항다목적부두,컨테이너부두,100 -  500톤미만,아국선,2,1,298,0,0,1,298
신항,2024,08,3,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,8,286204,8,286204
감천,2024,07,3,외항,입항,산물선,감천중앙부두,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,26411,1,26411
신항,2024,08,3,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,2,23784,2,23784
신항,2024,08,3,외항,입항,풀 컨테이너선,신항7부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,2,12786,2,12786
북항,2024,08,3,외항,입항,케미칼 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,11746,2,11746
